Title,Link,Snippet
Jira Service Management,https://integrho.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Entrar - Jira Service Management,https://atendimento-totvs.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Entrar - Jira Service Management,https://riachuelo.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Jira Service Management,https://soundunited.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Help Center - Jira Service Management - ver.atlassian.net,https://ver.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management - e-courier.atlassian.net,https://e-courier.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://neoservicedesk.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Entrar - Jira Service Management,https://cvccorp.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Jira Service Management - njdeptofhealth.atlassian.net,https://njdeptofhealth.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Service Desk SEA - Jira Service Management,https://sea.atlassian.net/servicedesk/customer/portals,Service Desk SEA - Jira Service Management. Service Desk SEA. Fazer login.
Digital Victoria Help Centre - Jira Service Management,https://digital-vic.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""ba604cc71e6516b5b377e8c288df57656d139b95_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Digital ..."
Callaway Brands Help Center - Jira Service Management,https://callawaybrands.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""45006356586fa9e13faf1c805156faf1942027ca_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Callaway Brands Corporate ..."
Jira Service Management - cg-support.atlassian.net,https://cg-support.atlassian.net/servicedesk/customer/portals,Caregiver Help Center - Jira Service Management. Caregiver Help Center.
Jira Service Management,https://mocssupport.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""45a2a3f3013264e180d5ac6e3ffffe37ca3bd6e5_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
MIT Press Direct Support - Jira Service Management,https://mitpress.atlassian.net/servicedesk/customer/portals,MIT Press Direct Support - Jira Service Management. MIT Press Direct Support. Log in.
Simply Connect Support Desk - Jira Service Management,https://simplyconnectsolutions.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""9c1ae9162eeae9414b2daa65e2594f87d345ee1a_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/7abb9146-cb8d-4dfa-a04a ..."
Netguides Service Desk - Jira Service Management,https://netguides.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""b61ab2da1b127c8c89912f82314df9a09331ebba_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/8f0c7278-490a-44d6-ae4d ..."
Jira Service Management - tsb-externals.atlassian.net,https://tsb-externals.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""5233862af987af08ef92347278e366082eb2ced9_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/33a8f62a-025c-41a5-9406 ..."
Allied Universal Help Center - Jira Service Management,https://cni-customersupport.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""82f23f0550f3a6821e735ac462095c73a28c92e8_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/5c3f8608-90b9-46fd-aa00 ..."
Jira Service Management,https://ede-tes.atlassian.net/servicedesk/customer/portals,E/D/E Digitale Services - Jira Service Management. E/D/E Digitale Services. Einloggen.
jira.in.devexperts.com,https://jira.in.devexperts.com/servicedesk/customer/portals,jira.in.devexperts.com
Jira Service Management - massmutual.atlassian.net,https://massmutual.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""fdd406dace69801ff9c906bc59f50504a6c26903_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/3f167189-487d-4f73-9323 ..."
Service Desk - New York University,https://jira.law.nyu.edu/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer ..."
greenlite Service Desk - Jira Service Management,https://greenlitevendingrequests.atlassian.net/servicedesk/customer/portals,greenlite Service Desk - Jira Service Management. greenlite Service Desk. Log in.
Jira Service Management - tennis-point.atlassian.net,https://tennis-point.atlassian.net/servicedesk/customer/portals,"Geben Sie Ihre E-Mail-Adresse ein, um sich einzuloggen oder zu registrieren. E-Mail-Adresse. Weiter. Unterstützt von Jira Service Management."
Jira Service Management - Ecosystem Jira,https://ecosystem.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - input-output.atlassian.net,https://input-output.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Service Management - Nielsen,https://adlm.nielsen.com/jira/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Jira Service Management - uac-cloud.atlassian.net,https://uac-cloud.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Jira Service Management,https://jcblivelink.atlassian.net/servicedesk/customer/portals,LiveLink Support Centre - Jira Service Management. LiveLink Support Centre. Log in.
Jira Service Management,https://ecollect.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Jira Service Management - lifecyclesystems.atlassian.net,https://lifecyclesystems.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""ac05cccb30b419cdd544c8eb5431de92648fe638_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/b77d17b8-0d51-4a60-be7f ..."
Jira Service Management,https://winbooks.jira.com/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Service Management - Appalachian State University,https://jira.appstate.edu/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Jira Service Management,https://soporte-ti.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Jira Service Management,https://thalesserviceoperations.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - spotinc.atlassian.net,https://spotinc.atlassian.net/servicedesk/customer/portals,Red Tech Support Home - Jira Service Management. Red Tech Support Home.
JavaScript required - Harman International,https://jira.harman.com/jira/servicedesk/customer/portals,An error occurred. Contact your administrator for more information. Error details ...
MLS2 Service Desk - Jira Service Management,https://mls2support.atlassian.net/servicedesk/customer/portals,MLS2 Service Desk - Jira Service Management. MLS2 Service Desk. Log in.
- Jira,https://support.idalko.com/servicedesk/customer/portals,"{""contextPath"":""""} - Jira {""contextPath"":""""}"
Living Supplements - Jira Service Management,https://livingsupplements.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""68887e19686903f1a12f863861e8d5e626983cfc_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/b9fb45df-828a-4e22-9484 ..."
Epic Games,https://jira.it.epicgames.com/servicedesk/customer/portals,We would like to show you a description here but the site won't allow us.
Jira Service Management - tst-it.atlassian.net,https://tst-it.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management,https://tradelinkhelpdesk.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""56ecc733d710b499afd86f80b14bd574adad693e_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Trade-link ..."
Tormach Inc. - Jira Service Management,https://tormach.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""867e82244a5eaa8dc099c9aacd4c421f7b7406ca_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Tormach/SprutCAM America ..."
Jira Service Management,https://integrho.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Entrar - Jira Service Management,https://atendimento-totvs.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Entrar - Jira Service Management,https://riachuelo.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Jira Service Management,https://soundunited.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Help Center - Jira Service Management - ver.atlassian.net,https://ver.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management - e-courier.atlassian.net,https://e-courier.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://neoservicedesk.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Entrar - Jira Service Management,https://cvccorp.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Jira Service Management - njdeptofhealth.atlassian.net,https://njdeptofhealth.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Service Desk SEA - Jira Service Management,https://sea.atlassian.net/servicedesk/customer/portals,Service Desk SEA - Jira Service Management. Service Desk SEA. Fazer login.
Digital Victoria Help Centre - Jira Service Management,https://digital-vic.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""ba604cc71e6516b5b377e8c288df57656d139b95_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Digital ..."
Callaway Brands Help Center - Jira Service Management,https://callawaybrands.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""45006356586fa9e13faf1c805156faf1942027ca_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Callaway Brands Corporate ..."
Jira Service Management - cg-support.atlassian.net,https://cg-support.atlassian.net/servicedesk/customer/portals,Caregiver Help Center - Jira Service Management. Caregiver Help Center.
Jira Service Management,https://mocssupport.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""45a2a3f3013264e180d5ac6e3ffffe37ca3bd6e5_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
MIT Press Direct Support - Jira Service Management,https://mitpress.atlassian.net/servicedesk/customer/portals,MIT Press Direct Support - Jira Service Management. MIT Press Direct Support. Log in.
Service Desk - Org,https://helpdesk.wgbh.org/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer ..."
Jira Service Management,https://felician.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""2ddf7d9c6c90749935e82fa9f35e2895d43841c5_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Felician IT ..."
Jira Service Management - DIO,https://digitalinnovationone.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""7421a00108a4e2ba8cdc71702bef21b1ff825d9d_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/a0bb283c-d0f9-4240-b997 ..."
Accedi - Jira Service Management,https://foxwall.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Entrar - Jira Service Management,https://vindibr.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Jira Service Management - nextech.atlassian.net,https://nextech.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""2b85933a7e7b0ddfe335d43f27923085346d6401_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
Jira Service Management - cognillo.atlassian.net,https://cognillo.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""8345b27caa9f4285c3275a7f8ac9c95427b7f1d8_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/de493345-bbe0-498a-af3a ..."
Jira Service Management - nng-npss.atlassian.net,https://nng-npss.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - eparconnect.atlassian.net,https://eparconnect.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""339a763c883fc282a1ec9ca409e9505fbab33876_lout"",""helpCenterBranding"":{""logoUrl"":""/rest/servicedesk/1/customer/viewport-resources/image"",""logoId"":""6 ..."
Rolka Loube Service Portal - Jira Service Management,https://rolkaloube.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""3b4cf8b81c027e0dd7819406c0adce9d9c0f7029_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Rolka Loube ..."
Jira Service Management - Projects,https://innovura.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""e33fbe5929bad8448b2fd80314ee23f20710b7dd_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/3058fdb8-77c9-471a-92eb ..."
Jira Service Management - instech.atlassian.net,https://instech.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""11d9609206df9a41c6e3cc5feea3c2d767b3735d_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/183495e8-d871-4bce-820b ..."
Jira Service Management - tt-annarbor.atlassian.net,https://tt-annarbor.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management - Verint,https://presalescommunity.verint.com/servicedesk/customer/portals,Solution Sales Help Center - Jira Service Management. Solution Sales Help Center. Log in.
Healthdirect Service Line - Jira Service Management,https://healthdirect-serviceline.atlassian.net/servicedesk/customer/portals,Healthdirect Service Line - Jira Service Management. Healthdirect Service Line. Log in.
Vodacom Mozambique - Jira Service Management,https://vodacommozambique.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""3ac60c355912dd70835e4611a2e6f6208a328269_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/d94e1a58-3382-4c6e-ae67 ..."
Jira Service Management,https://agenceduservicecivique.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""0079fb0f1c29e4c36132943512054788f53e1946_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/456c9ab0-ce03-4d62-9c51 ..."
Jira Service Management,https://tecnostral.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""8892099f117fce4950fee9315ccb1acbfc1abbc2_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/8e1efc2b-70de-4e44-be6c ..."
Jira Service Management,https://british-airways-ndc-helpdesk.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""026a08c696da726f85d604fa378556f5db60dd04_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/8e3bc0f5-e255-431a-ac9f ..."
Jira Service Management,https://fsufoundation.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://cdrservicemanagement.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - helpdesk-docuware.atlassian.net,https://helpdesk-docuware.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
HelpDesk - Jira Service Management,https://helpdeskmx.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""4682e52795a1e53ce2722cc841e314d6174a1813_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/0dbd68de-d252-4f46-bf82 ..."
Jira Service Management - enasco.atlassian.net,https://enasco.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""87a9f34234bde072477cf9cf83196ac83e12bdd6_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/2cfdca9f-d1dd-4f39-ad6c ..."
Jira Service Management - cbcrc-distribution.atlassian.net,https://cbcrc-distribution.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""19cb4710a33d38a0b91c1262e91974ae4ba3b9ae_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/e232aff9-9e00-4f09-a618 ..."
Jira Service Management - inspacesoftware.atlassian.net,https://inspacesoftware.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""ee6e91b0860ca8f9fbe373d9da85e47a62f3793a_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/f428ee3b-9be7-4e6d-8eb1 ..."
Jira Service Management - rev-trac.atlassian.net,https://rev-trac.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Powered by Jira Service Management.
Notitia Helpdesk - Jira Service Management,https://notitia.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""2066112e512679a0c591d5c23a6e165849258f7d_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to Notitia's ..."
pcvisit Service-Portal - Jira Service Management,https://pcvisit.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""6e41ec85217574487a2741603a6e3a920b443da7_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/c3b71c32-eab8-4956-82da ..."
AGR Service Desk - Jira Service Management,https://agrinventory.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""1e843e42167dc55334e935ad0a73c9732f15831a_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/7b852769-3987-4ef8-9d0a ..."
Service Management - App4Legal,https://collaboration.app4legal.com/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
ASD Help Center - Jira Service Management,https://asdhelp.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""2aa0cf0b08a4252e746bb78f830c95151f3db81f_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the ASD Student ..."
Service Management - Isdin,https://jira.isdin.com/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Jira Service Management,https://usfjira.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""9d6b0564fa2882e8fe2a0caedefdf13b297c0a19_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the USF Help ..."
Avisi App Support - Jira Service Management,https://avisi-support.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""78880e26f058873619b4d950a98f01c516801bf0_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/2aa408bc-0df5-46ba-ba87 ..."
Entrar - Jira Service Management,https://autodoc.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Anmeldung - Jira Service Management,https://gematik.atlassian.net/servicedesk/customer/portals,"Geben Sie Ihre E-Mail-Adresse ein, um sich einzuloggen oder zu registrieren. E-Mail-Adresse. Weiter. Unterstützt von Jira Service Management."
Jira Service Management,https://ltp.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""d8e0fa023a17bfe5effe37c679a286a48e2c5309_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Bienvenido a la Mesa de ..."
Jira Service Management - uwaterloo.atlassian.net,https://uwaterloo.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Support - Jira Service Management,https://builddata.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""14cb2fab49824b140e71b9a529d9405b77f9f253_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/160e468f-38a9-4485-ab91 ..."
Service Management - Save the Children Italia,https://servicedesk.savethechildren.it/servicedesk/customer/portals,"{""xsrfToken"":""BCTO-8M5Q-OCCE-66C0_a0044b8c614e42dc8caaf46a72be7a05cfc1c055_lout"",""helpCenterBranding"":{""bannerUrl"":""/rest/servicedesk/1/bannerImage?1585588298180 ..."
Clepher Help Center - Jira Service Management,https://clepher.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""625121a8682170a5b2d2a905426b7ae8640612d1_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/7bcd3373-6551-4dc8-a541 ..."
Jira Service Management - nng-npss.atlassian.net,https://nng-npss.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
