Title,Link,Snippet
Jira Service Management,https://agenceduservicecivique.atlassian.net/servicedesk/customer/portals,Centre de support - Jira Service Management. Centre de support. Connexion.
DELL Product Compliance - Jira Service Management,https://dellproductcompliance.atlassian.net/servicedesk/customer/portals,DELL Product Compliance - Jira Service Management. DELL Product Compliance.
Jira Service Management - tickets.atlassian.net,https://tickets.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""079fd7c2ee2fef5a7b68bdf191f28950b53d367e_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/823b6f5c-0125-4d82-9a81 ..."
AASHTOWare BrM Support - Jira Service Management,https://bridgeware.atlassian.net/servicedesk/customer/portals,AASHTOWare BrM Support - Jira Service Management. AASHTOWare BrM Support. Log in.
Jira Service Management,https://atp-servicedesk.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Jira Service Management - integra-helpdesk.atlassian.net,https://integra-helpdesk.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Cashalo Privacy Portal - Jira Service Management,https://cashalo-privacy.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""c7fe894573a93970994995d40a62804c3ecff39b_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Cashalo Privacy Portal ..."
Jira Service Management - clever-soft.atlassian.net,https://clever-soft.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://british-airways-ndc-helpdesk.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""026a08c696da726f85d604fa378556f5db60dd04_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/8e3bc0f5-e255-431a-ac9f ..."
Ricksoft Help Center - Jira Service Management,https://ricksoft-support.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""6ab9452dc1c258df27ef54db95ba6c91a8bf54a0_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/a458556e-8b6a-440e-b624 ..."
Rolka Loube Service Portal - Jira Service Management,https://rolkaloube.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""3b4cf8b81c027e0dd7819406c0adce9d9c0f7029_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Rolka Loube ..."
ESCI Service Desk - Jira Service Management,https://esci-sd.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""2d5220a1beb0c9a0bc5dde75f0f401866aa20b82_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/98c4838e-a12c-4687-b80f ..."
Jira Service Management,https://felician.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""2ddf7d9c6c90749935e82fa9f35e2895d43841c5_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Felician IT ..."
Jira Service Management,https://sparkpa.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""868b7a8dce404c61b65c035397700b68c0aeb2e2_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/1b7c85c9-bc0e-47ba-b6a5 ..."
ESS - IT Service Desk Portal - Jira Service Management,https://esssoft.atlassian.net/servicedesk/customer/portals,ESS - IT Service Desk Portal - Jira Service Management. ESS - IT Service Desk Portal. Log in.
Jira Service Management,https://wiselausnir.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""bbd58f67f73525c8ffb677d669a6d2f8cbc15d63_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/2614bc51-657b-49a5-842d ..."
Jira Service Management,https://aionnetwork.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""d8eeb8ef0a85d5db714183893c472a55d285cc5c_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/58ff0999-e475-44cd-bed4 ..."
Jira Service Management,https://coenterprise.jira.com/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://swoopme.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management - Projects,https://leonsoftware.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""accb41123cade7cb868e08d60a73ea70aa041d95_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/dbd57f53-eb8d-4db9-b142 ..."
Jira Service Management,https://gouvfr.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""ba009a77977c6acd78f4cade5d77f35cafdf05f7_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/17074a5e-b892-45c5-9ca6 ..."
Presago Contact Hub - Jira Service Management,https://presago.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""87e4beb616f6fe17041142823d773dc5bc046a74_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Let's get in touch ..."
IP Fabric Help Center - Jira Service Management,https://ipfabric.atlassian.net/servicedesk/customer/portals,IP Fabric Help Center - Jira Service Management. IP Fabric Help Center.
Service Management - MikroTik,https://help.mikrotik.com/servicedesk/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Catapult Software Helpdesk - Jira Service Management,https://catapultsoftware.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""8988c779fa7c4f2e8b31a3691319930a0149f536_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/c8100c62-14eb-41f7-8177 ..."
Jira Service Management - Projects,https://openpeppol.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Data443® Help Center - Jira Service Management,https://data443.atlassian.net/servicedesk/customer/portals,Data443® Help Center - Jira Service Management. Data443® Help Center. Log in.
Jira Service Management - isystems-group.atlassian.net,https://isystems-group.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Customer Portal - Jira Service Management,https://porthousedean.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""f01ff54880e3a67a68de4dde307d6b1cf1e612c3_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/9d278d81-96ab-40a9-bc23 ..."
Jira Service Management - icampus21.atlassian.net,https://icampus21.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Catapult Software Helpdesk - Jira Service Management,https://catapultsoftware.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""8988c779fa7c4f2e8b31a3691319930a0149f536_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/c8100c62-14eb-41f7-8177 ..."
Jira Service Management - foursquare.atlassian.net,https://foursquare.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""46cb37fb3b82146fd5c5e5770e0907656d7750bb_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/fa1a77b8-b0e8-4a51-b2fb ..."
Jira Service Management - erpsupport.atlassian.net,https://erpsupport.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""4cfe2d754c38ec81e5fc3932ccbaef0106778358_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to ..."
B1NARY Support Portal - Jira Service Management,https://b1nary.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""75d1468afd02774b88b0e8145325bdf173672e1f_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/53f3ca6f-863a-40a9-a88e ..."
AVS Managed Services Portal - Jira Service Management,https://avsquard.atlassian.net/servicedesk/customer/portals,AVS Managed Services Portal - Jira Service Management. AVS Managed Services Portal. Log in.
Service Management - Vueling,https://jira.vueling.com/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Jira Service Management,https://fintechblocks.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""b9dbe4e8819b2be040d02d5545970d15f23cf099_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/46ae816f-aadc-4f38-91e6 ..."
Jira Service Management,https://bltelecoms.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management,https://georgiagov.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""6eec7d061ce42cf12f500e5aae0f12b1b3b17791_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/5097d228-cba3-414f-9288 ..."
Jira Service Management - scada-international.atlassian.net,https://scada-international.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Connexion - Jira Service Management,https://mandoline.atlassian.net/servicedesk/customer/portals,Saisissez votre adresse e-mail pour vous connecter ou vous inscrire. Adresse e-mail. Suivant. Optimisé par Jira Service Management.
Dataton Helpdesk - Jira Service Management,https://dataton.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""49f7d6089c9c84c039b1b89638050916037b8b2f_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/7e0fcabd-2598-431d-a519 ..."
Jira Service Management,https://noticeninja.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management,https://navitia.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""6eb25d611414dea064c30675be36ade0f518b885_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/d816bd32-93e8-477b-8759 ..."
MAF Cloud Support Portal - Jira Service Management,https://mafint.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""c23793efdc16aa62d1505798e4484333a0b3c157_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/87ca0088-7382-43c5-a3e5 ..."
ConnectSx Support - Jira Service Management,https://connectsx.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""5bb71b732dfa6793f2c8cf272687204f0ba60c64_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/82e2abe7-4ce2-43f1-ac12 ..."
Jira Service Management,https://performance-recreation-velo.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""5671582491902384ff21a009aec37abbdfda4a8c_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/87bf8f8d-6e08-4578-a1b1 ..."
Jira Service Management - youfit.atlassian.net,https://youfit.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""847b1c5b3e7faaddde993871dd7c05cfca70ab73_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/4a8b98a4-94c7-47da-839b ..."
Jira Service Management - vc-assist.atlassian.net,https://vc-assist.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""75b445403761f56bb977df555f21d2c1e5acb867_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the VC Assist ..."
/servicedesk/customer/portals [PDF] - www.theindependent.co,https://www.theindependent.co.zw/servicedesk/customer/portals,"/servicedesk/customer/portals upload Betty m Paterson 2/9 Downloaded from www.theindependent.co.zw on August 31, 2023 by Betty m Paterson Final Thoughts Page 96"
Jira Service Management,https://mpc-service.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""a109dedc665f37eedd4bf0368c05bca4f31de3b0_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Minor Planet ..."
Ricksoft Help Center - Jira Service Management,https://ricksoft-support.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""6ab9452dc1c258df27ef54db95ba6c91a8bf54a0_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/a458556e-8b6a-440e-b624 ..."
Jira Service Management - emanageone.atlassian.net,https://emanageone.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""7c81ea22b7502b6255bc521f0243aacaec84606c_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/0bc54353-054f-4a79-af20 ..."
Jira Service Management - Projects,https://openpeppol.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management,https://projetoroad.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""23d442374d079f23aca7d210422e1167be59b2a8_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Bem-vindo ao Projeto R.O.A.D ..."
Team Files Support - Jira Service Management,https://teamfiles.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""15ce2dd127fe31b31c6f6759d61dff2853d09b53_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/c3270a0a-09bc-4f36-a8c2 ..."
Jira Service Management - enttec.atlassian.net,https://enttec.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""fcafd4ac23f0f6e2062c7ad21007b85cae147332_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/d16705b1-4542-40b0-b50b ..."
Jira Service Management,https://aocresins.atlassian.net/servicedesk/customer/portals/,"{""xsrfToken"":""cd3d3972ea93d472ef9f3d04a3d18b4b3c89c334_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/a31e81e3-0bde-40e4-9a15 ..."
GLS Belgium Service Center - Jira Service Management,https://mygls.atlassian.net/servicedesk/customer/portals,GLS Belgium Service Center - Jira Service Management. GLS Belgium Service Center.
Jira Service Management - agile-innovations.atlassian.net,https://agile-innovations.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""43ed97d53d80b5d74066892020a9164440932fff_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Agile ..."
Service Management - NSF,https://help.nsf.org/jira/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Jira Service Management,https://noticeninja.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Novakid Portal - Jira Service Management,https://novakid.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""94942b15ba4e7bd52dad3ff2dfd744193868364b_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to Novakid ..."
Jira Service Management,https://georgiagov.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""6eec7d061ce42cf12f500e5aae0f12b1b3b17791_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/5097d228-cba3-414f-9288 ..."
Jira Service Management - tt-annarbor.atlassian.net,https://tt-annarbor.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Service Management - Cineca,https://jira.u-gov.it/jira/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Jira Service Management,https://integrho.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Entrar - Jira Service Management,https://atendimento-totvs.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Entrar - Jira Service Management,https://riachuelo.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Jira Service Management,https://soundunited.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Help Center - Jira Service Management - ver.atlassian.net,https://ver.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management - e-courier.atlassian.net,https://e-courier.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://neoservicedesk.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Entrar - Jira Service Management,https://cvccorp.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Jira Service Management - njdeptofhealth.atlassian.net,https://njdeptofhealth.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Service Desk SEA - Jira Service Management,https://sea.atlassian.net/servicedesk/customer/portals,Service Desk SEA - Jira Service Management. Service Desk SEA. Fazer login.
Digital Victoria Help Centre - Jira Service Management,https://digital-vic.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""ba604cc71e6516b5b377e8c288df57656d139b95_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Digital ..."
Callaway Brands Help Center - Jira Service Management,https://callawaybrands.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""45006356586fa9e13faf1c805156faf1942027ca_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Callaway Brands Corporate ..."
Jira Service Management - cg-support.atlassian.net,https://cg-support.atlassian.net/servicedesk/customer/portals,Caregiver Help Center - Jira Service Management. Caregiver Help Center.
Jira Service Management,https://mocssupport.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""45a2a3f3013264e180d5ac6e3ffffe37ca3bd6e5_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
MIT Press Direct Support - Jira Service Management,https://mitpress.atlassian.net/servicedesk/customer/portals,MIT Press Direct Support - Jira Service Management. MIT Press Direct Support. Log in.
Jira Service Management - lumiohx.atlassian.net,https://lumiohx.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""f546cbf485d829d60c1f68718b164748f532275a_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
Greenlane Service Desk - Jira Service Management,https://greenlane.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""f79243930aea63b3de0abf1dc68a1c7c1df35ea9_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/9cfcf581-697c-4576-ba14 ..."
Jira Service Management,https://jcblivelink.atlassian.net/servicedesk/customer/portals,LiveLink Support Centre - Jira Service Management. LiveLink Support Centre. Log in.
Jira Service Management,https://diag.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""4c535bf5758822e5d125cd436956785e3fb6fa7b_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/6b672d82-b78f-4605-b571 ..."
Jira Service Management - tennis-point.atlassian.net,https://tennis-point.atlassian.net/servicedesk/customer/portals,"Geben Sie Ihre E-Mail-Adresse ein, um sich einzuloggen oder zu registrieren. E-Mail-Adresse. Weiter. Unterstützt von Jira Service Management."
Jira Service Management - emma-sleep.atlassian.net,https://emma-sleep.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - massmutual.atlassian.net,https://massmutual.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""fdd406dace69801ff9c906bc59f50504a6c26903_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/3f167189-487d-4f73-9323 ..."
Samtrafiken helpdesk - Jira Service Management,https://samtrafiken.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""eeab69fcf7f5df466401da2713a0b7250cfd8787_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/0a0608b5-43e6-42d0-b67e ..."
Jira Service Management,https://work-fusion.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""861da20262be171103c3563041e7c7782b7fb21f_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/2b9dbf76-4cdf-4a0f-978e ..."
RCL - Jira Service Management,https://royalcaribbeancruiselines.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""883537915d2c6616ee03645e2f229cea2bbc54bc_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/d17a5103-427e-4b76-b6c6 ..."
The Things Industries Support - Jira Service Management,https://thethingsindustries.atlassian.net/servicedesk/customer/portals,The Things Industries Support - Jira Service Management. The Things Industries Support.
MLS2 Service Desk - Jira Service Management,https://mls2support.atlassian.net/servicedesk/customer/portals,MLS2 Service Desk - Jira Service Management. MLS2 Service Desk. Log in.
Jira Service Management,https://enamine.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""7a1c65382de1f6ca024f0e8511021496aa731f8e_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""."",""sharedPortalName"":""Help ..."
Jira Service Management - uac-cloud.atlassian.net,https://uac-cloud.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Campus Virtual FCEFyN - Jira Service Management,https://campusvirtual.atlassian.net/servicedesk/customer/portals,Campus Virtual FCEFyN - Jira Service Management. Campus Virtual FCEFyN. Iniciar sesión.
Jira Service Management,https://suportddgi.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Jira Service Management - DIO,https://digitalinnovationone.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""7421a00108a4e2ba8cdc71702bef21b1ff825d9d_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/a0bb283c-d0f9-4240-b997 ..."
Jira Service Management - mariapps.atlassian.net,https://mariapps.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""9f0402f87a275dd8fcff6074f910ff90a4b5ee00_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/27700ebe-35af-411b-81b9 ..."
Jira Service Management,https://priceindustries.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
